Time,Heart Rate
12:05:00,78
12:04:00,76
12:03:00,81
12:02:00,77
12:01:00,76
12:00:00,79
11:59:00,80
11:58:00,94
11:57:00,78
11:56:00,74
11:55:00,77
11:54:00,75
11:53:00,74
11:52:00,75
11:51:00,78
11:50:00,77
11:49:00,75
11:48:00,78
11:47:00,78
11:46:00,79
11:45:00,82
11:44:00,96
11:43:00,83
11:42:00,82
11:41:00,79
11:40:00,75
11:39:00,75
11:38:00,74
11:37:00,77
11:36:00,77
11:35:00,76
11:34:00,72
11:33:00,75
11:32:00,79
11:31:00,79
11:30:00,81
11:29:00,76
11:28:00,73
11:27:00,74
11:26:00,81
11:25:00,79
11:24:00,75
11:23:00,76
11:22:00,75
11:21:00,75
11:20:00,77
11:19:00,77
11:18:00,74
11:17:00,77
11:16:00,81
11:15:00,79
11:14:00,80
11:13:00,75
11:12:00,75
11:11:00,73
11:10:00,74
11:09:00,75
11:08:00,76
11:07:00,75
11:06:00,76
11:05:00,75
11:04:00,74
11:03:00,78
11:02:00,71
11:01:00,70
11:00:00,69
10:59:00,78
10:58:00,88
10:57:00,76
10:56:00,72
10:55:00,80
10:54:00,79
10:53:00,82
10:52:00,80
10:51:00,86
10:50:00,88
10:49:00,83
10:48:00,78
10:47:00,76
10:46:00,83
10:45:00,84
10:44:00,79
10:43:00,82
10:42:00,75
10:41:00,82
10:40:00,85
10:39:00,87
10:38:00,90
10:37:00,83
10:36:00,90
10:35:00,87
10:34:00,103
10:33:00,106
10:32:00,99
10:31:00,101
10:30:00,101
10:29:00,93
10:28:00,88
10:27:00,85
10:26:00,90
10:25:00,83
10:24:00,83
10:23:00,83
10:22:00,86
10:21:00,88
10:20:00,86
10:19:00,87
10:18:00,90
10:17:00,88
10:16:00,94
10:15:00,104
10:14:00,104
10:13:00,117
10:12:00,109
10:11:00,117
10:10:00,107
10:09:00,108
10:08:00,100
10:07:00,99
10:06:00,98
10:05:00,110
10:04:00,111
10:03:00,107
10:02:00,97
10:01:00,101
10:00:00,87
09:59:00,80
09:58:00,82
09:57:00,83
09:56:00,87
09:55:00,95
09:54:00,84
09:53:00,87
09:52:00,80
09:51:00,76
09:50:00,84
09:49:00,82
09:48:00,81
09:47:00,78
09:46:00,78
09:45:00,78
09:44:00,83
09:43:00,82
09:42:00,85
09:41:00,84
09:40:00,80
09:39:00,78
09:38:00,79
09:37:00,78
09:36:00,84
09:35:00,82
09:34:00,81
09:33:00,85
09:32:00,83
09:31:00,84
09:30:00,86
09:29:00,89
09:28:00,88
09:27:00,93
09:26:00,98
09:25:00,91
09:24:00,100
09:23:00,112
09:22:00,104
09:21:00,111
09:20:00,101
09:19:00,109
09:18:00,102
09:17:00,109
09:16:00,100
09:15:00,99
09:14:00,104
09:13:00,101
09:12:00,104
09:11:00,99
09:10:00,93
09:09:00,94
09:08:00,96
09:07:00,99
09:06:00,98
09:05:00,107
09:04:00,99
09:03:00,99
09:02:00,112
09:01:00,110
09:00:00,108
08:59:00,102
08:58:00,96
08:57:00,80
08:56:00,79
08:55:00,81
08:54:00,79
08:53:00,88
08:52:00,83
08:51:00,79
08:50:00,81
08:49:00,79
08:48:00,82
08:47:00,87
08:46:00,82
08:45:00,79
08:44:00,81
08:43:00,83
08:42:00,83
08:41:00,88
08:40:00,84
08:39:00,82
08:38:00,81
08:37:00,88
08:36:00,90
08:35:00,91
08:34:00,90
08:33:00,85
08:32:00,83
08:31:00,83
08:30:00,78
08:29:00,76
08:28:00,79
08:27:00,79
08:26:00,80
08:25:00,78
08:24:00,76
08:23:00,78
08:22:00,80
08:21:00,90
08:20:00,99
08:19:00,81
08:18:00,81
08:17:00,84
08:16:00,78
08:15:00,79
08:14:00,77
08:13:00,79
08:12:00,86
08:11:00,86
08:10:00,78
08:09:00,80
08:08:00,82
08:07:00,92
08:06:00,100
08:05:00,86
08:04:00,87
08:03:00,83
08:02:00,86
08:01:00,84
08:00:00,79
07:59:00,82
07:58:00,82
07:57:00,79
07:56:00,81
07:55:00,82
07:54:00,87
07:53:00,87
07:52:00,87
07:51:00,89
07:50:00,86
07:49:00,83
07:48:00,89
07:47:00,86
07:46:00,85
07:45:00,86
07:44:00,91
07:43:00,87
07:42:00,89
07:41:00,89
07:40:00,86
07:39:00,83
07:38:00,82
07:37:00,83
07:36:00,86
07:35:00,83
07:34:00,87
07:33:00,84
07:32:00,83
07:31:00,79
07:30:00,80
07:29:00,87
07:28:00,87
07:27:00,94
07:26:00,89
07:25:00,86
07:24:00,83
07:23:00,83
07:22:00,86
07:21:00,90
07:20:00,80
07:19:00,85
07:18:00,87
07:17:00,88
07:16:00,97
07:15:00,106
07:14:00,83
07:13:00,93
07:12:00,87
07:11:00,87
07:10:00,89
07:09:00,85
07:08:00,78
07:07:00,80
07:06:00,79
07:05:00,79
07:04:00,79
07:03:00,77
07:02:00,78
07:01:00,80
07:00:00,80
06:59:00,79
06:58:00,77
06:57:00,71
06:56:00,79
06:55:00,109
06:54:00,110
06:53:00,110
06:52:00,106
06:51:00,92
06:50:00,85
06:49:00,85
06:48:00,87
06:47:00,86
06:46:00,89
06:45:00,88
06:44:00,87
06:43:00,86
06:42:00,85
06:41:00,84
06:40:00,87
06:39:00,86
06:38:00,84
06:37:00,86
06:36:00,85
06:35:00,82
06:34:00,83
06:33:00,85
06:32:00,85
06:31:00,81
06:30:00,87
06:29:00,89
06:28:00,92
06:27:00,91
06:26:00,92
06:25:00,92
06:24:00,85
06:23:00,92
06:22:00,108
06:21:00,118
06:20:00,107
06:19:00,118
06:18:00,112
06:17:00,112
06:16:00,112
06:15:00,111
06:14:00,108
06:13:00,89
06:12:00,66
06:11:00,63
06:10:00,68
06:09:00,65
06:08:00,67
06:07:00,70
06:06:00,63
06:05:00,61
06:04:00,61
06:03:00,64
06:02:00,70
06:01:00,75
06:00:00,69
05:59:00,68
05:58:00,69
05:57:00,68
05:56:00,67
05:55:00,68
05:54:00,68
05:53:00,68
05:52:00,68
05:51:00,68
05:50:00,68
05:49:00,68
05:48:00,69
05:47:00,68
05:46:00,68
05:45:00,67
05:44:00,67
05:43:00,68
05:42:00,67
05:41:00,65
05:40:00,67
05:39:00,68
05:38:00,67
05:37:00,68
05:36:00,70
05:35:00,69
05:34:00,61
05:33:00,67
05:32:00,74
05:31:00,70
05:30:00,62
05:29:00,61
05:28:00,64
05:27:00,70
05:26:00,67
05:25:00,68
05:24:00,69
05:23:00,67
05:22:00,65
05:21:00,67
05:20:00,64
05:19:00,64
05:18:00,68
05:17:00,67
05:16:00,65
05:15:00,65
05:14:00,66
05:13:00,68
05:12:00,64
05:11:00,61
05:10:00,68
05:09:00,69
05:08:00,65
05:07:00,65
05:06:00,62
05:05:00,71
05:04:00,66
05:03:00,65
05:02:00,65
05:01:00,71
05:00:00,74
04:59:00,70
04:58:00,70
04:57:00,70
04:56:00,66
04:55:00,67
04:54:00,64
04:53:00,65
04:52:00,59
04:51:00,68
04:50:00,69
04:49:00,71
04:48:00,72
04:47:00,69
04:46:00,68
04:45:00,67
04:44:00,65
04:43:00,65
04:42:00,71
04:41:00,61
04:40:00,70
04:39:00,64
04:38:00,65
04:37:00,64
04:36:00,64
04:35:00,65
04:34:00,62
04:33:00,63
04:32:00,63
04:31:00,64
04:30:00,63
04:29:00,62
04:28:00,63
04:27:00,63
04:26:00,61
04:25:00,63
04:24:00,63
04:23:00,64
04:22:00,63
04:21:00,63
04:20:00,62
04:19:00,62
04:18:00,63
04:17:00,60
04:16:00,59
04:15:00,60
04:14:00,62
04:13:00,61
04:12:00,61
04:11:00,60
04:10:00,60
04:09:00,59
04:08:00,62
04:07:00,63
04:06:00,63
04:05:00,64
04:04:00,62
04:03:00,62
04:02:00,62
04:01:00,64
04:00:00,64
03:59:00,64
03:58:00,64
03:57:00,63
03:56:00,62
03:55:00,63
03:54:00,63
03:53:00,63
03:52:00,63
03:51:00,62
03:50:00,61
03:49:00,63
03:48:00,64
03:47:00,62
03:46:00,59
03:45:00,62
03:44:00,61
03:43:00,63
03:42:00,62
03:41:00,62
03:40:00,61
03:39:00,58
03:38:00,61
03:37:00,62
03:36:00,62
03:35:00,62
03:34:00,62
03:33:00,62
03:32:00,61
03:31:00,67
03:30:00,63
03:29:00,61
03:28:00,62
03:27:00,61
03:26:00,63
03:25:00,63
03:24:00,61
03:23:00,65
03:22:00,66
03:21:00,65
03:20:00,65
03:19:00,69
03:18:00,67
03:17:00,68
03:16:00,68
03:15:00,66
03:14:00,66
03:13:00,66
03:12:00,65
03:11:00,63
03:10:00,64
03:09:00,68
03:08:00,70
03:07:00,66
03:06:00,66
03:05:00,67
03:04:00,65
03:03:00,64
03:02:00,62
03:01:00,61
03:00:00,61
02:59:00,60
02:58:00,60
02:57:00,64
02:56:00,78
02:55:00,62
02:54:00,62
02:53:00,61
02:52:00,61
02:51:00,61
02:50:00,62
02:49:00,61
02:48:00,62
02:47:00,60
02:46:00,60
02:45:00,60
02:44:00,61
02:43:00,61
02:42:00,61
02:41:00,60
02:40:00,60
02:39:00,61
02:38:00,59
02:37:00,59
02:36:00,61
02:35:00,61
02:34:00,60
02:33:00,60
02:32:00,60
02:31:00,61
02:30:00,59
02:29:00,60
02:28:00,60
02:27:00,61
02:26:00,63
02:25:00,61
02:24:00,60
02:23:00,60
02:22:00,60
02:21:00,61
02:20:00,61
02:19:00,60
02:18:00,62
02:17:00,64
02:16:00,65
02:15:00,71
02:14:00,75
02:13:00,65
02:12:00,63
02:11:00,64
02:10:00,63
02:09:00,64
02:08:00,64
02:07:00,69
02:06:00,71
02:05:00,66
02:04:00,68
02:03:00,71
02:02:00,74
02:01:00,78
02:00:00,75
01:59:00,75
01:58:00,75
01:57:00,75
01:56:00,71
01:55:00,72
01:54:00,73
01:53:00,76
01:52:00,73
01:51:00,69
01:50:00,69
01:49:00,77
01:48:00,73
01:47:00,85
01:46:00,76
01:45:00,76
01:44:00,74
01:43:00,74
01:42:00,80
01:41:00,81
01:40:00,68
01:39:00,67
01:38:00,75
01:37:00,86
01:36:00,90
01:35:00,97
01:34:00,97
01:33:00,93
01:32:00,91
01:31:00,99
01:30:00,100
01:29:00,92
01:28:00,89
01:27:00,103
01:26:00,91
01:25:00,74
01:24:00,80
01:23:00,85
01:22:00,77
01:21:00,82
01:20:00,88
01:19:00,83
01:18:00,77
01:17:00,73
01:16:00,72
01:15:00,70
01:14:00,70
01:13:00,77
01:12:00,87
01:11:00,85
01:10:00,80
01:09:00,79
01:08:00,79
01:07:00,77
01:06:00,75
01:05:00,77
01:04:00,77
01:03:00,78
01:02:00,75
01:01:00,75
01:00:00,75
00:59:00,75
00:58:00,80
00:57:00,76
00:56:00,75
00:55:00,75
00:54:00,75
00:53:00,78
00:52:00,81
00:51:00,89
00:50:00,82
00:49:00,80
00:48:00,80
00:47:00,79
00:46:00,115
00:45:00,147
00:44:00,125
00:43:00,86
00:42:00,82
00:41:00,81
00:40:00,77
00:39:00,77
00:38:00,78
00:37:00,76
00:36:00,77
00:35:00,74
00:34:00,84
00:33:00,89
00:32:00,83
00:31:00,84
00:30:00,77
00:29:00,77
00:28:00,88
00:27:00,80
00:26:00,74
00:25:00,74
00:24:00,89
00:23:00,81
00:22:00,76
00:21:00,72
00:20:00,75
00:19:00,81
00:18:00,87
00:17:00,82
00:16:00,79
00:15:00,85
00:14:00,86
00:13:00,81
00:12:00,79
00:11:00,75
00:10:00,78
00:09:00,72
00:08:00,74
00:07:00,74
00:06:00,72
00:05:00,77
00:04:00,83
00:03:00,83
00:02:00,81
00:01:00,77
00:00:00,85
